WEAR_PPG_GREEN
ppg|timeOffset|timestamp
1672079|-18000000|1732377600018
1669832|-18000000|1732377600058
1671942|-18000000|1732377600098
1679178|-18000000|1732377600138
1684770|-18000000|1732377600178
1690666|-18000000|1732377600218
1699002|-18000000|1732377600258
1725998|-18000000|1732377600298
1747179|-18000000|1732377600338
1790006|-18000000|1732377600378
1827551|-18000000|1732377600418
1849138|-18000000|1732377600458
1878487|-18000000|1732377600498
1902163|-18000000|1732377600538
1926299|-18000000|1732377600578
1946057|-18000000|1732377600618
1961966|-18000000|1732377600658
1977701|-18000000|1732377600698
1989604|-18000000|1732377600738
1997785|-18000000|1732377600778
2004610|-18000000|1732377600818
2012838|-18000000|1732377600858
2016715|-18000000|1732377600898
2019173|-18000000|1732377600938
2020787|-18000000|1732377600978
2022534|-18000000|1732377601018
2023923|-18000000|1732377601058
2026972|-18000000|1732377601098
2033424|-18000000|1732377601138
2040915|-18000000|1732377601178
2050405|-18000000|1732377601218
2038099|-18000000|1732377601258
1982076|-18000000|1732377601298
1960401|-18000000|1732377601338
1939941|-18000000|1732377601378
1925990|-18000000|1732377601418
1930946|-18000000|1732377601458
1923663|-18000000|1732377601498
1915663|-18000000|1732377601538
1913502|-18000000|1732377601578
1913564|-18000000|1732377601618
1913296|-18000000|1732377601658
1902335|-18000000|1732377601698
1891397|-18000000|1732377601738
1871206|-18000000|1732377601778
1860277|-18000000|1732377601818
1860825|-18000000|1732377601858
1866252|-18000000|1732377601898
1868173|-18000000|1732377601938
1875651|-18000000|1732377601978
1875784|-18000000|1732377602018
1858193|-18000000|1732377602058
1838784|-18000000|1732377602098
1819375|-18000000|1732377602138
1800084|-18000000|1732377602178
1774312|-18000000|1732377602218
1752595|-18000000|1732377602258
1715264|-18000000|1732377602298
1705821|-18000000|1732377602338
1702953|-18000000|1732377602378
1692482|-18000000|1732377602418
1687122|-18000000|1732377602458
1685556|-18000000|1732377602498
1689073|-18000000|1732377602538
1686491|-18000000|1732377602578
1691749|-18000000|1732377602618
1685684|-18000000|1732377602658
1674183|-18000000|1732377602698
1667726|-18000000|1732377602738
1661279|-18000000|1732377602778
1652348|-18000000|1732377602818
1644992|-18000000|1732377602858
1639114|-18000000|1732377602898
1634531|-18000000|1732377602938
1636120|-18000000|1732377602978
1634317|-18000000|1732377603018
1628826|-18000000|1732377603058
1625246|-18000000|1732377603098
1619862|-18000000|1732377603138
1614082|-18000000|1732377603178
1609379|-18000000|1732377603218
1604833|-18000000|1732377603258
1600237|-18000000|1732377603298
1598118|-18000000|1732377603338
1597221|-18000000|1732377603378
1597131|-18000000|1732377603418
1602667|-18000000|1732377603458
1606366|-18000000|1732377603498
1606069|-18000000|1732377603538
1608870|-18000000|1732377603578
1611525|-18000000|1732377603618
1611074|-18000000|1732377603658
1615528|-18000000|1732377603698
1614561|-18000000|1732377603738
1612745|-18000000|1732377603778
1613876|-18000000|1732377603818
1614162|-18000000|1732377603858
1613405|-18000000|1732377603898
1614754|-18000000|1732377603938
1616844|-18000000|1732377603978
1617085|-18000000|1732377604018
1622726|-18000000|1732377604058
1630454|-18000000|1732377604098
1639301|-18000000|1732377604138
1648862|-18000000|1732377604178
1660571|-18000000|1732377604218
1666694|-18000000|1732377604258
1678590|-18000000|1732377604298
1693249|-18000000|1732377604338
1699053|-18000000|1732377604378
1707186|-18000000|1732377604418
1711639|-18000000|1732377604458
1710187|-18000000|1732377604498
1710187|-18000000|1732377604538
1706717|-18000000|1732377604578
1698040|-18000000|1732377604618
1695002|-18000000|1732377604658
