WEAR_PPG_GREEN
ppg|timeOffset|timestamp
679031|-18000000|1732201200021
678877|-18000000|1732201200061
684425|-18000000|1732201200101
678909|-18000000|1732201200141
678795|-18000000|1732201200181
678967|-18000000|1732201200221
679005|-18000000|1732201200261
678832|-18000000|1732201200301
678961|-18000000|1732201200341
678961|-18000000|1732201200381
678841|-18000000|1732201200421
677975|-18000000|1732201200461
678885|-18000000|1732201200501
678883|-18000000|1732201200541
683666|-18000000|1732201200581
679017|-18000000|1732201200621
678867|-18000000|1732201200661
678943|-18000000|1732201200701
678426|-18000000|1732201200741
678889|-18000000|1732201200781
678947|-18000000|1732201200821
678963|-18000000|1732201200861
678947|-18000000|1732201200901
679022|-18000000|1732201200941
678852|-18000000|1732201200981
678956|-18000000|1732201201021
678892|-18000000|1732201201061
673347|-18000000|1732201201101
678877|-18000000|1732201201141
678950|-18000000|1732201201181
678951|-18000000|1732201201221
673976|-18000000|1732201201261
678838|-18000000|1732201201301
678929|-18000000|1732201201341
678928|-18000000|1732201201381
681766|-18000000|1732201201421
678921|-18000000|1732201201461
678982|-18000000|1732201201501
678939|-18000000|1732201201541
678900|-18000000|1732201201581
678972|-18000000|1732201201621
678889|-18000000|1732201201661
678948|-18000000|1732201201701
678866|-18000000|1732201201741
673351|-18000000|1732201201781
678911|-18000000|1732201201821
678967|-18000000|1732201201861
678937|-18000000|1732201201901
673098|-18000000|1732201201941
678930|-18000000|1732201201981
678868|-18000000|1732201202021
678893|-18000000|1732201202061
683941|-18000000|1732201202101
678873|-18000000|1732201202141
678843|-18000000|1732201202181
678906|-18000000|1732201202221
678932|-18000000|1732201202261
678907|-18000000|1732201202301
678998|-18000000|1732201202341
678914|-18000000|1732201202381
678875|-18000000|1732201202421
672750|-18000000|1732201202461
678986|-18000000|1732201202501
678929|-18000000|1732201202541
678949|-18000000|1732201202581
676605|-18000000|1732201202621
678858|-18000000|1732201202661
678919|-18000000|1732201202701
678816|-18000000|1732201202741
679467|-18000000|1732201202781
678825|-18000000|1732201202821
679016|-18000000|1732201202861
678946|-18000000|1732201202901
678897|-18000000|1732201202941
678839|-18000000|1732201202981
678929|-18000000|1732201203021
678863|-18000000|1732201203061
678872|-18000000|1732201203101
676146|-18000000|1732201203141
678866|-18000000|1732201203181
678865|-18000000|1732201203221
678897|-18000000|1732201203261
683601|-18000000|1732201203301
678953|-18000000|1732201203341
678843|-18000000|1732201203381
678890|-18000000|1732201203421
684986|-18000000|1732201203461
678964|-18000000|1732201203501
678946|-18000000|1732201203541
678937|-18000000|1732201203581
678836|-18000000|1732201203621
678938|-18000000|1732201203661
678873|-18000000|1732201203701
678878|-18000000|1732201203741
678860|-18000000|1732201203781
681959|-18000000|1732201203821
678897|-18000000|1732201203861
678826|-18000000|1732201203901
678956|-18000000|1732201203941
677301|-18000000|1732201203981
678983|-18000000|1732201204021
678907|-18000000|1732201204061
678882|-18000000|1732201204101
680651|-18000000|1732201204141
678871|-18000000|1732201204181
678880|-18000000|1732201204221
678974|-18000000|1732201204261
678871|-18000000|1732201204301
678877|-18000000|1732201204341
678910|-18000000|1732201204381
678881|-18000000|1732201204421
678892|-18000000|1732201204461
679198|-18000000|1732201204501
678891|-18000000|1732201204541
678910|-18000000|1732201204581
679022|-18000000|1732201204621
672932|-18000000|1732201204661
678876|-18000000|1732201204701
678910|-18000000|1732201204741
678861|-18000000|1732201204781
678159|-18000000|1732201204821
678850|-18000000|1732201204861
678904|-18000000|1732201204901
678961|-18000000|1732201204941
678904|-18000000|1732201204981
678918|-18000000|1732201205021
678922|-18000000|1732201205061
678926|-18000000|1732201205101
678935|-18000000|1732201205141
674321|-18000000|1732201205181
678976|-18000000|1732201205221
678897|-18000000|1732201205261
678915|-18000000|1732201205301
684623|-18000000|1732201205341
679013|-18000000|1732201205381
678975|-18000000|1732201205421
678936|-18000000|1732201205461
681421|-18000000|1732201205501
678852|-18000000|1732201205541
678865|-18000000|1732201205581
678903|-18000000|1732201205621
678891|-18000000|1732201205661
678828|-18000000|1732201205701
678874|-18000000|1732201205741
678928|-18000000|1732201205781
678835|-18000000|1732201205821
680506|-18000000|1732201205861
678919|-18000000|1732201205901
678883|-18000000|1732201205941
678930|-18000000|1732201205981
678767|-18000000|1732201206021
678914|-18000000|1732201206061
678835|-18000000|1732201206101
684934|-18000000|1732201206141
678936|-18000000|1732201206181
678846|-18000000|1732201206221
678949|-18000000|1732201206261
678913|-18000000|1732201206301
678966|-18000000|1732201206341
678788|-18000000|1732201206381
678929|-18000000|1732201206421
678838|-18000000|1732201206461
684696|-18000000|1732201206501
678950|-18000000|1732201206541
678927|-18000000|1732201206581
678900|-18000000|1732201206621
676584|-18000000|1732201206661
678898|-18000000|1732201206701
678927|-18000000|1732201206741
679014|-18000000|1732201206781
684768|-18000000|1732201206821
678823|-18000000|1732201206861
678864|-18000000|1732201206901
678881|-18000000|1732201206941
678899|-18000000|1732201206981
678895|-18000000|1732201207021
678969|-18000000|1732201207061
678836|-18000000|1732201207101
678894|-18000000|1732201207141
672468|-18000000|1732201207181
678917|-18000000|1732201207221
